"kindergarten_ID","week_number","water_applications","herbs","exercise","nutrition","order_of_life","AD_PS_arm_pouring","AD_PS_foot_pouring","AD_PS_face_pouring","AD_PS_hand_bath","AD_PS_arm_bath","AD_PS_foot_bath","AD_PS_knee_pouring","AD_PS_leg_pouring","AD_PS_dew_snow_treading","AD_PS_air_bath","AD_PS_alternating_bath","AD_E_arm_pouring","AD_E_foot_pouring","AD_E_face_pouring","AD_E_hand_bath","AD_E_arm_bath","AD_E_foot_bath","AD_E_knee_pouring","AD_E_leg_pouring","AD_E_dew_snow_treading","AD_E_air_bath","AD_E_alternating_bath","AD_C_arm_pouring","AD_C_foot_pouring","AD_C_face_pouring","AD_C_hand_bath","AD_C_arm_bath","AD_C_foot_bath","AD_C_knee_pouring","AD_C_leg_infusion","AD_C_dew_snow_treading","AD_C_air_bath","AD_C_alternating_bath"
"PBB1",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGB1",34,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
"MZA1",35,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
"MTB1",35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PBB1",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGB1",35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"MZA1",36,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
"MTB1",36,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"PBB1",36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RGB1",36,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"MZA1",37,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
"MTB1",37,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"PBB1",37,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RGB1",37,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"MZA1",38,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"MTB1",38,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PBB1",38,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RGB1",38,4,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,5,0
"MZA1",39,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0
"MTB1",39,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
"PBB1",39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGB1",39,4,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,2,0,0,0,5,0
"MZA1",40,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MTB1",40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
"PBB1",40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGB1",40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0
"MZA1",41,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTB1",41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PBB1",41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGB1",41,3,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,2,0,0,0,5,0
"MZA1",42,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"MTB1",42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PBB1",42,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0
"RGB1",42,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0
"MZA1",43,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0
"MTB1",43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PBB1",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"RGB1",43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0
"MZA1",44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MTB1",44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PBB1",44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"RGB1",44,4,1,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,1,0,0,0,5,0
"MZA1",45,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MTB1",45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PBB1",45,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
"RGB1",45,4,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,1,0,0,0,5,0
"MZA1",46,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"MTB1",46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PBB1",46,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"RGB1",46,4,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,5,0
"MZA1",47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
"MTB1",47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PBB1",47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RGB1",47,4,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,5,0
"MZA1",48,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTB1",48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PBB1",48,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
"RGB1",48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
"MZA1",49,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTB1",49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PBB1",49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"RGB1",49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
"MZA1",50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"MTB1",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PBB1",50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
"RGB1",50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
"MTB1",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PBB1",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RGB1",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTB1",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PBB1",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGB1",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
